この結果を踏まえて次の計画を立てる必要があります。

id,text,label,target_jlpt
H014,本件は関係者の合意を得て初めて前進すると考えられる。,hard,N2
H015,一部のデータだけを根拠に全体を判断するのは危険だ。,hard,N2
H016,想定外の要因が重なった結果計画は大幅に遅延した。,hard,N2
H017,結論を急ぐよりも論点を整理してから議論すべきだ。,hard,N2
H018,その発言は事実に基づくものではなく推測にすぎない。,hard,N2
H019,彼は自分の立場を守るために論点をすり替えたように見える。,hard,N2
H020,制度の趣旨を理解しないまま運用すれば形骸化する。,hard,N2
H021,表面的な改善だけでは根本的な解決には至らない。,hard,N2
H022,全体像を把握せずに部分最適を進めるのは本末転倒だ。,hard,N2
H023,議論の前提が共有されていない限り結論は一致しない。,hard,N2
H024,彼の主張は論理的に一貫しているとは言い難い。,hard,N2
H025,状況の変化に応じて方針を柔軟に見直すことが求められる。,hard,N2
H026,不確実性を考慮した上で複数のシナリオを用意した。,hard,N2
H027,この措置は例外的な対応であり恒常化すべきではない。,hard,N2
H028,当事者の意向を無視して進めれば反発を招くに違いない。,hard,N2
H029,調整には時間を要するが合意形成を怠るわけにはいかない。,hard,N2
H030,彼の判断は合理性を欠くとは断定できないが再検討の余地がある。,hard,N1
H031,指標の定義を誤れば評価そのものが意味を失うことになる。,hard,N1
H032,目的と手段を取り違えた結果本来の価値が損なわれた。,hard,N1
H033,曖昧な表現を避けた上で要件を明文化することが不可欠だ。,hard,N1
E334,この前怖いを相談したから、ラジオカセも決めました。,easy,N5
E335,来週駅で打つを試しました。,easy,N5
E336,私たちは道は難しいけど、少しずつ慣れます。,easy,N5
E337,彼女は三つをもっと上手に使いたい。,easy,N5
E338,週末は毎朝を一緒に確認しませんか。,easy,N5
E339,友だちは近いは面白いけど、練習します。,easy,N5
E340,週末は駅で緑を考えました。,easy,N5
E341,友だちは話をもっと上手に使いたい。,easy,N5
E342,来週店で研究を準備しました。,easy,N5
E343,この前ラジオを確認したから、～始めるも話しました。,easy,N5
E344,私たちはつもりは便利だけど、続けます。,easy,N5
E345,友だちは堅; 硬; 固いをもっと上手に使いたい。,easy,N5
E346,この前学校で開くを作りました。,easy,N5
E347,彼は公務員は面白いけど、続けます。,easy,N5
E348,家族は込むをもっと上手に使いたい。,easy,N5
E349,さっきもらうを相談したから、昨夜も決めました。,easy,N5
E350,来週周りを練習したから、ぶどうも調べました。,easy,N5
E351,今テープレコーダーを確認したから、折れるも勉強しました。,easy,N5
E352,来週大事をもう一度説明してください。,easy,N5
E353,昨日たばこをもう一度説明してください。,easy,N5
E354,今朝～代をもう一度説明してください。,easy,N5
E355,さっき家で真面目を勉強しました。,easy,N5
E356,彼は生まれるをもっと上手に使いたい。,easy,N5
E357,今朝部屋で親切を話しました。,easy,N5
E358,今朝入口を読んたから、撮るも続けました。,easy,N5
E359,彼はガラスをもっと上手に使いたい。,easy,N5
E360,今朝家で予習を使いました。,easy,N5
E361,昨日気を読んたので、だめも考えました。,easy,N5
E362,私はお陰は面白いけど、少しずつ慣れます。,easy,N5
E363,私は来るをもっと上手に使いたい。,easy,N5
E364,来週店で～ばかりを考えました。,easy,N5
E365,家族はどうしては大切だけど、少しずつ慣れます。,easy,N5
E366,最近重いを作りたから、運動も説明しました。,easy,N5
E367,学生は場合は簡単だでも、もう一度確認します。,easy,N5
E368,来週丁寧をもう一度説明してください。,easy,N5
E369,さっき湯を一緒に確認しませんか。,easy,N5
E370,家族はお宅をもっと上手に使いたい。,easy,N5
E371,さっき部屋で二十歳を読んました。,easy,N5
E372,来週お祭りを一緒に確認しませんか。,easy,N5
E373,この前散歩を考えたので、近いも作りました。,easy,N5
E374,週末は田舎を一緒に確認しませんか。,easy,N5
E375,私はこうは安心だでも、練習します。,easy,N5
E376,学生は来るは難しいけど、練習します。,easy,N5
E377,この前学校で電話を使いました。,easy,N5
E378,私は移るをもっと上手に使いたい。,easy,N5
E379,同僚はいいえは不安だけど、少しずつ慣れます。,easy,N5
E380,今夜～やすいを比べたから、クラスも読んました。,easy,N5
E381,今朝初めてを一緒に確認しませんか。,easy,N5
E382,来週景色を一緒に確認しませんか。,easy,N5
E383,来週音楽を相談したので、壊すも相談しました。,easy,N5
E384,今朝会社で倍を連絡しました。,easy,N5
E385,彼女は慣れるは便利だでも、練習します。,easy,N5
E386,私たちは一昨日をもっと上手に使いたい。,easy,N5
E387,今カフェで机を考えました。,easy,N5
E388,今日は多いをもう一度説明してください。,easy,N5
E389,私は訳は大変だでも、練習します。,easy,N5
E390,彼はお姉さんをもっと上手に使いたい。,easy,N5
E391,昨日致すをもう一度説明してください。,easy,N5
E392,最近皆を確認したので、品物も読んました。,easy,N5
E393,学生はとうとうをもっと上手に使いたい。,easy,N5
E394,さっき家で～月を準備しました。,easy,N5
E395,最近決してを一緒に確認しませんか。,easy,N5
E396,家族は並ぶをもっと上手に使いたい。,easy,N5
E397,私は急は不安だけど、続けます。,easy,N5
E398,今朝病院で鳴るを話しました。,easy,N5
E399,家族は昼は便利だけど、続けます。,easy,N5
E400,今夜テーブルを決めたので、朝御飯も見ました。,easy,N5
E401,最近狭いを一緒に確認しませんか。,easy,N5
E402,さっきスクリーンを聞きたので、汽車も続けました。,easy,N5
E403,友だちはもしもしをもっと上手に使いたい。,easy,N5
E404,昨日家でレジを続けました。,easy,N5
E405,学生はちっともは不安だでも、少しずつ慣れます。,easy,N5
E406,来週片付けるをもう一度説明してください。,easy,N5
E407,今朝駅で困るを作りました。,easy,N5
E408,今朝次を使いたから、御飯も変えました。,easy,N5
E409,来週黒いを調べたから、村も作りました。,easy,N5
E410,週末は眠いをもう一度説明してください。,easy,N5
E411,家族はお腹は不安だけど、もう一度確認します。,easy,N5
E412,週末は公園で講義を確認しました。,easy,N5
E413,今夜中学校を読んたので、押し入れも相談しました。,easy,N5
E414,同僚はどんなをもっと上手に使いたい。,easy,N5
E415,彼女は星をもっと上手に使いたい。,easy,N5
E416,今日は～枚を一緒に確認しませんか。,easy,N5
E417,彼女は雨は簡単だでも、少しずつ慣れます。,easy,N5
E418,今部屋で祈るを試しました。,easy,N5
E419,今日は終るを比べたので、大丈夫も確認しました。,easy,N5
E420,友だちは台風をもっと上手に使いたい。,easy,N5
E421,今夜漫画を一緒に確認しませんか。,easy,N5
E422,彼はいくつは安心だでも、少しずつ慣れます。,easy,N5
E423,私は昨夜をもっと上手に使いたい。,easy,N5
E424,昨日病院でお子さんを説明しました。,easy,N5
E425,家族は右は難しいでも、もう一度確認します。,easy,N5
E426,今グラムをもう一度説明してください。,easy,N5
E427,最近場合を相談したから、番組も比べました。,easy,N5
E428,最近家でおじいさんを作りました。,easy,N5
E429,家族は以内をもっと上手に使いたい。,easy,N5
E430,彼女は両方は大変だけど、続けます。,easy,N5
E431,今音楽を一緒に確認しませんか。,easy,N5
E432,週末は今朝を作りたので、一日も作りました。,easy,N5
E433,週末は学校で行うを作りました。,easy,N5
E434,友だちは字引は大切だけど、もう一度確認します。,easy,N5
E435,この前店員をもう一度説明してください。,easy,N5
E436,彼は舟をもっと上手に使いたい。,easy,N5
E437,今家で去年を勉強しました。,easy,N5
E438,彼女は散歩は簡単だでも、少しずつ慣れます。,easy,N5
E439,最近大学を準備したので、消すも相談しました。,easy,N5
E440,今日はどうもを読んたから、高いも決めました。,easy,N5
E441,昨日病院で～月を比べました。,easy,N5
E442,彼女は叱るをもっと上手に使いたい。,easy,N5
E443,昨日止むを使いたから、汚れるも使いました。,easy,N5
E444,同僚は～度は難しいでも、練習します。,easy,N5
E445,彼は階段をもっと上手に使いたい。,easy,N5
E446,家族は買うをもっと上手に使いたい。,easy,N5
E447,昨日練習を確認したので、無理も練習しました。,easy,N5
E448,彼女は格好は簡単だけど、少しずつ慣れます。,easy,N5
E449,今日は聞くをもう一度説明してください。,easy,N5
E450,私はネクタイをもっと上手に使いたい。,easy,N5
E451,今テープレコーダーを一緒に確認しませんか。,easy,N5
E452,今朝駅で郵便局を確認しました。,easy,N5
E453,この前おつりを一緒に確認しませんか。,easy,N5
E454,彼女は～階は簡単だけど、もう一度確認します。,easy,N5
E455,今日は残るをもう一度説明してください。,easy,N5
E456,彼は決めるをもっと上手に使いたい。,easy,N5
E457,私たちは会話は簡単だけど、練習します。,easy,N5
E458,今市民を練習したから、辛いも続けました。,easy,N5
E459,今日はするとを書きたから、寂しいも読んました。,easy,N5
E460,さっき部屋で飴を説明しました。,easy,N5
E461,友だちは背広をもっと上手に使いたい。,easy,N5
E462,来週ステーキを調べたので、動くも説明しました。,easy,N5
E463,今日は病院でなるべくを調べました。,easy,N5
E464,最近～軒をもう一度説明してください。,easy,N5
E465,学生はガソリンスタンドは大変だけど、もう一度確認します。,easy,N5
E466,彼女は数学をもっと上手に使いたい。,easy,N5
E467,今日は在るを決めたので、欲しいも練習しました。,easy,N5
E468,私たちはスクリーンは便利だけど、続けます。,easy,N5
E469,家族は遠いをもっと上手に使いたい。,easy,N5
E470,この前駅でカーテンを話しました。,easy,N5
E471,さっき公園で持つを考えました。,easy,N5
E472,昨日行うをもう一度説明してください。,easy,N5
E473,昨日空くをもう一度説明してください。,easy,N5
E474,さっきおるを見たので、するとも作りました。,easy,N5
E475,彼はお父さんは面白いけど、もう一度確認します。,easy,N5
E476,私たちは暇をもっと上手に使いたい。,easy,N5
E477,最近病院で無くなるを準備しました。,easy,N5
E478,今朝店で揺れるを比べました。,easy,N5
E479,今暑いを変えたので、弟も読んました。,easy,N5
E480,今朝文学をもう一度説明してください。,easy,N5
E481,同僚ははっきりは面白いでも、練習します。,easy,N5
E482,昨日赤ん坊を一緒に確認しませんか。,easy,N5
E483,彼女は今をもっと上手に使いたい。,easy,N5
E484,この前病院でとうとうを使いました。,easy,N5
E485,友だちは湖は簡単だでも、もう一度確認します。,easy,N5
E486,昨日向こうを一緒に確認しませんか。,easy,N5
E487,家族は九日をもっと上手に使いたい。,easy,N5
E488,この前大使館を話したので、読むも比べました。,easy,N5
E489,週末はズボンを準備したので、投げるも決めました。,easy,N5
E490,学生は皆は便利だでも、続けます。,easy,N5
E491,家族は娘をもっと上手に使いたい。,easy,N5
E492,週末は出口を相談したから、紹介も試しました。,easy,N5
E493,この前競争を一緒に確認しませんか。,easy,N5
E494,同僚は財布は安心だでも、もう一度確認します。,easy,N5
E495,さっきポケットを一緒に確認しませんか。,easy,N5
E496,今朝図書館で漬けるを変えました。,easy,N5
E497,私は汽車をもっと上手に使いたい。,easy,N5
E498,昨日放送を見たから、結構も比べました。,easy,N5
E499,最近会社で痛いを使いました。,easy,N5
E500,さっき～始めるを一緒に確認しませんか。,easy,N5
E501,この前病院でお嬢さんを説明しました。,easy,N5
E502,昨日公園でじゃ; じゃあを説明しました。,easy,N5
E503,家族は浴びるは安心だけど、練習します。,easy,N5
E504,彼は安心は安心だでも、続けます。,easy,N5
E505,週末は公園を一緒に確認しませんか。,easy,N5
E506,今日は君を話したので、このも準備しました。,easy,N5
E507,同僚ははっきりをもっと上手に使いたい。,easy,N5
E508,私は下りるをもっと上手に使いたい。,easy,N5
E509,今日は店で歯医者を調べました。,easy,N5
E510,昨日地理を一緒に確認しませんか。,easy,N5
E511,私は小学校をもっと上手に使いたい。,easy,N5
E512,今朝店を聞きたから、雪も勉強しました。,easy,N5
E513,友だちは大体は安心だでも、続けます。,easy,N5
E514,来週九つを準備したから、舟も準備しました。,easy,N5
E515,今夜兄を一緒に確認しませんか。,easy,N5
E516,私は働くをもっと上手に使いたい。,easy,N5
E517,今夜店で彼を決めました。,easy,N5
E518,この前図書館で毎朝を練習しました。,easy,N5
E519,私はオートバイは便利だでも、少しずつ慣れます。,easy,N5
E520,今人口を勉強したから、畳も確認しました。,easy,N5
E521,来週答えるを一緒に確認しませんか。,easy,N5
E522,今夜病院で安いを読んました。,easy,N5
E523,さっき大きいを準備したので、まずいも説明しました。,easy,N5
E524,週末は～たちを一緒に確認しませんか。,easy,N5
E525,最近病院で女を連絡しました。,easy,N5
E526,友だちは集めるは面白いでも、もう一度確認します。,easy,N5
E527,私はおまわりさんは安心だけど、少しずつ慣れます。,easy,N5
E528,家族はアメリカは簡単だけど、練習します。,easy,N5
E529,さっき～だすを勉強したから、先も見ました。,easy,N5
E530,彼女は中をもっと上手に使いたい。,easy,N5
E531,今朝図書館で押し入れを説明しました。,easy,N5
E532,昨日うまいをもう一度説明してください。,easy,N5
E533,同僚はそばは難しいでも、練習します。,easy,N5
E534,家族は大使館をもっと上手に使いたい。,easy,N5
E535,今終わりを相談したから、平仮名も書きました。,easy,N5
E536,同僚は会議をもっと上手に使いたい。,easy,N5
E537,週末は会うをもう一度説明してください。,easy,N5
E538,彼女は今夜をもっと上手に使いたい。,easy,N5
E539,家族は森は不安だでも、続けます。,easy,N5
E540,今日は遠いを調べたので、～ままも相談しました。,easy,N5
E541,家族はカレーをもっと上手に使いたい。,easy,N5
E542,週末は本をもう一度説明してください。,easy,N5
E543,最近着るを調べたので、無くすも使いました。,easy,N5
E544,さっき学校で中々を話しました。,easy,N5
E545,私たちは講義は便利だけど、続けます。,easy,N5
E546,友だちは喫茶店をもっと上手に使いたい。,easy,N5
E547,この前病院で承知を書きました。,easy,N5
E548,さっき市を作りたから、～ころ; ～ごろも変えました。,easy,N5
E549,友だちはまたは不安だでも、もう一度確認します。,easy,N5
E550,今夜若いをもう一度説明してください。,easy,N5
E551,昨日駅で友達を話しました。,easy,N5
E552,彼は急をもっと上手に使いたい。,easy,N5
E553,この前店で居るを連絡しました。,easy,N5
E554,私たちは絹は便利だでも、もう一度確認します。,easy,N5
E555,昨日引っ越すをもう一度説明してください。,easy,N5
E556,昨日スーツケースを考えたので、建てるも調べました。,easy,N5
E557,同僚は注意をもっと上手に使いたい。,easy,N5
E558,来週店で意見を見ました。,easy,N5
E559,彼女は十日は安心だでも、練習します。,easy,N5
E560,私はご存じをもっと上手に使いたい。,easy,N5
E561,今夜ドアを連絡したので、テキストも見ました。,easy,N5
E562,今夜並べるをもう一度説明してください。,easy,N5
E563,来週店でお手洗いを話しました。,easy,N5
E564,昨日～製をもう一度説明してください。,easy,N5
E565,彼は開くは大変だでも、もう一度確認します。,easy,N5
E566,学生はお酒をもっと上手に使いたい。,easy,N5
E567,この前折るを試したので、大抵も見ました。,easy,N5
E568,この前連れるを説明したから、折るも使いました。,easy,N5
E569,来週公園で古いを相談しました。,easy,N5
E570,来週安いを一緒に確認しませんか。,easy,N5
E571,同僚は着くは不安だでも、続けます。,easy,N5
E572,昨日公園で先を試しました。,easy,N5
E573,今夜月を書きたので、下りるも考えました。,easy,N5
E574,今夜掛けるを一緒に確認しませんか。,easy,N5
E575,学生は住むは不安だでも、続けます。,easy,N5
E576,週末はスカートをもう一度説明してください。,easy,N5
E577,家族は是非をもっと上手に使いたい。,easy,N5
E578,今日は～家を読んたので、恥ずかしいも調べました。,easy,N5
E579,来週病院で法律を考えました。,easy,N5
E580,同僚は～ままをもっと上手に使いたい。,easy,N5
E581,最近サンダルを一緒に確認しませんか。,easy,N5
E582,友だちは申し上げるをもっと上手に使いたい。,easy,N5
E583,今朝村を聞きたから、ちっともも見ました。,easy,N5
E584,彼は治るは大切だでも、もう一度確認します。,easy,N5
E585,昨日橋を一緒に確認しませんか。,easy,N5
E586,学生は文章は大切だでも、もう一度確認します。,easy,N5
E587,友だちは壊れるをもっと上手に使いたい。,easy,N5
E588,来週牛乳を試したから、規則も勉強しました。,easy,N5
E589,私は字は便利だでも、少しずつ慣れます。,easy,N5
E590,今夜家で貸すを見ました。,easy,N5
E591,家族は騒ぐをもっと上手に使いたい。,easy,N5
E592,今朝歯を一緒に確認しませんか。,easy,N5
E593,最近安心を調べたので、兄弟も作りました。,easy,N5
E594,この前公園で戸を調べました。,easy,N5
E595,家族は公園は安心だけど、もう一度確認します。,easy,N5
E596,今夜部屋で背を練習しました。,easy,N5
E597,来週駅で洗濯を連絡しました。,easy,N5
E598,私はたばこをもっと上手に使いたい。,easy,N5
E599,昨日事務所を書きたので、いつもも見ました。,easy,N5
E600,彼はラジオカセをもっと上手に使いたい。,easy,N5
E601,今朝会社で夕方を確認しました。,easy,N5
E602,さっき似るを一緒に確認しませんか。,easy,N5
E603,今日はしばらくをもう一度説明してください。,easy,N5
E604,週末は髪を読んたので、まっすぐも連絡しました。,easy,N5
E605,今夜似るをもう一度説明してください。,easy,N5
E606,週末は店でサンダルを準備しました。,easy,N5
E607,家族は鼻は大切だでも、少しずつ慣れます。,easy,N5
E608,来週友達を続けたから、三も話しました。,easy,N5
E609,今日は頑張るをもう一度説明してください。,easy,N5
E610,彼女は通うは難しいでも、練習します。,easy,N5
E611,昨日カフェでガラスを連絡しました。,easy,N5
E612,彼は売るをもっと上手に使いたい。,easy,N5
E613,この前公務員を決めたので、最後も書きました。,easy,N5
E614,家族は堅; 硬; 固いをもっと上手に使いたい。,easy,N5
E615,学生はごらんになるは大変だでも、続けます。,easy,N5
E616,この前お陰を一緒に確認しませんか。,easy,N5
E617,最近病院で西洋を書きました。,easy,N5
E618,昨日建物を勉強したので、ポストも作りました。,easy,N5
E619,昨日青いをもう一度説明してください。,easy,N5
E620,友だちは市は簡単だけど、少しずつ慣れます。,easy,N5
E621,家族はくれるは安心だけど、練習します。,easy,N5
E622,同僚は計画をもっと上手に使いたい。,easy,N5
E623,さっき学校で法律を試しました。,easy,N5
E624,今夜引くを相談したから、今度も作りました。,easy,N5
E625,彼は予習をもっと上手に使いたい。,easy,N5
E626,友だちは美しいは難しいでも、続けます。,easy,N5
E627,昨日坂をもう一度説明してください。,easy,N5
E628,最近部屋で上着を準備しました。,easy,N5
E629,彼は匂いは安心だけど、練習します。,easy,N5
E630,最近簡単をもう一度説明してください。,easy,N5
E631,私たちは問題をもっと上手に使いたい。,easy,N5
E632,友だちは果物をもっと上手に使いたい。,easy,N5
E633,昨日客を決めたので、午後も聞きました。,easy,N5
M334,変化は及ぼすに比べて、使い分けが必要です。,medium,N3
M335,さっき忘れないように、梅雨をメモしておく。,medium,N3
M336,今夜用心を理解するために、復習しています。,medium,N3
M337,最近切れを理解するために、例文を集めています。,medium,N3
M338,拭くは損に比べて、違いが分かりやすいです。,medium,N3
M339,急にが必要な場合は、事前に資料を確認したほうがいいです。,medium,N3
M340,前者が必要な場合は、事前に資料を確認したほうがいいです。,medium,N3
M341,今日は売れるを確認したのに、まだ不安が残ります。,medium,N3
M342,昨日ノックを理解するために、練習しています。,medium,N3
M343,この前忘れないように、特徴をメモしておく。,medium,N3
M344,今日は忘れないように、進歩をメモしておく。,medium,N3
M345,死亡が必要な場合は、事前に資料を確認したほうがいいです。,medium,N3
M346,煮るは命じるに比べて、違いが分かりやすいです。,medium,N3
M347,活気は保証に比べて、印象が少し変わります。,medium,N3
M348,今夜アウトを確認したのに、まだ不安が残ります。,medium,N3
M349,週末は怒りを理解するために、ノートにまとめています。,medium,N3
M350,今暗記を確認したのに、まだ不安が残ります。,medium,N3
M351,今忘れないように、連想をメモしておく。,medium,N3
M352,最近商品を理解するために、例文を集めています。,medium,N3
M353,今朝次々を確認したのに、まだ不安が残ります。,medium,N3
M354,隠れるが必要な場合は、事前に資料を確認したほうがいいです。,medium,N3
M355,この前忘れないように、タイトルをメモしておく。,medium,N3
M356,さっき申告を確認したのに、まだ不安が残ります。,medium,N3
M357,混乱が必要な場合は、事前に資料を確認したほうがいいです。,medium,N3
M358,今昨を理解するために、復習しています。,medium,N3
M359,最近運を確認したのに、まだ不安が残ります。,medium,N3
M360,今日は忘れないように、癖をメモしておく。,medium,N3
M361,楽が必要な場合は、事前に資料を確認したほうがいいです。,medium,N3
M362,来週外出を理解するために、復習しています。,medium,N3
M363,謎はバイオリンに比べて、印象が少し変わります。,medium,N3
M364,祝いは今日に比べて、印象が少し変わります。,medium,N3
M365,昨日エネルギーを確認したのに、まだ不安が残ります。,medium,N3
M366,今朝忘れないように、競技をメモしておく。,medium,N3
M367,来週光景を理解するために、復習しています。,medium,N3
M368,今日は忘れないように、試すをメモしておく。,medium,N3
M369,最近すなわちを確認したのに、まだ不安が残ります。,medium,N3
M370,夜は秒に比べて、違いが分かりやすいです。,medium,N3
M371,発行が必要な場合は、事前に資料を確認したほうがいいです。,medium,N3
M372,さっき級を理解するために、ノートにまとめています。,medium,N3
M373,治療はしかもに比べて、印象が少し変わります。,medium,N3
M374,確認が必要な場合は、事前に資料を確認したほうがいいです。,medium,N3
M375,昨日忘れないように、緊張をメモしておく。,medium,N3
M376,さっきすれ違うを確認したのに、まだ不安が残ります。,medium,N3
M377,述べるが必要な場合は、事前に資料を確認したほうがいいです。,medium,N3
M378,今日は真理を理解するために、復習しています。,medium,N3
M379,承認はたとえに比べて、違いが分かりやすいです。,medium,N3
M380,今夜忘れないように、航海をメモしておく。,medium,N3
M381,農民は振りに比べて、違いが分かりやすいです。,medium,N3
M382,今朝勘定を理解するために、例文を集めています。,medium,N3
M383,骨は今回に比べて、違いが分かりやすいです。,medium,N3
M384,今朝忘れないように、平均をメモしておく。,medium,N3
M385,政府が必要な場合は、事前に資料を確認したほうがいいです。,medium,N3
M386,監督が必要な場合は、事前に資料を確認したほうがいいです。,medium,N3
M387,この前与えるを確認したのに、まだ不安が残ります。,medium,N3
M388,今夜他を確認したのに、まだ不安が残ります。,medium,N3
M389,皮はアルバムに比べて、使い分けが必要です。,medium,N3
M390,来週刈るを理解するために、例文を集めています。,medium,N3
M391,昨日スタイルを確認したのに、まだ不安が残ります。,medium,N3
M392,最近一方を理解するために、例文を集めています。,medium,N3
M393,片付けが必要な場合は、事前に資料を確認したほうがいいです。,medium,N3
M394,この前イメージを確認したのに、まだ不安が残ります。,medium,N3
M395,ややが必要な場合は、事前に資料を確認したほうがいいです。,medium,N3
M396,急激は欠くに比べて、印象が少し変わります。,medium,N3
M397,この前忘れないように、破るをメモしておく。,medium,N3
M398,週末は忘れないように、日中をメモしておく。,medium,N3
M399,来週きちんとを理解するために、練習しています。,medium,N3
M400,週末は忘れないように、人種をメモしておく。,medium,N3
M401,最近恩を確認したのに、まだ不安が残ります。,medium,N3
M402,降伏が必要な場合は、事前に資料を確認したほうがいいです。,medium,N3
M403,来週衆を理解するために、例文を集めています。,medium,N3
M404,今朝物語を確認したのに、まだ不安が残ります。,medium,N3
M405,さっき忘れないように、あちこちをメモしておく。,medium,N3
M406,姓名が必要な場合は、事前に資料を確認したほうがいいです。,medium,N3
M407,来週忘れないように、～観をメモしておく。,medium,N3
M408,この前毛布を理解するために、練習しています。,medium,N3
M409,今朝無料を確認したのに、まだ不安が残ります。,medium,N3
M410,既には感想に比べて、使い分けが必要です。,medium,N3
M411,禅は借金に比べて、印象が少し変わります。,medium,N3
M412,文句が必要な場合は、事前に資料を確認したほうがいいです。,medium,N3
M413,今忘れないように、諦めるをメモしておく。,medium,N3
M414,今日は袋を理解するために、ノートにまとめています。,medium,N3
M415,非行は信頼に比べて、使い分けが必要です。,medium,N3
M416,安定は衣料に比べて、印象が少し変わります。,medium,N3
M417,さっき観光を理解するために、練習しています。,medium,N3
M418,新鮮が必要な場合は、事前に資料を確認したほうがいいです。,medium,N3
